org_name,line_type,as_of_date,policy_count,premium,fee_amount,fee_rate_avg,line_factor,first_day_part,time_part,earned_premium_cum
武侯,商业保险,2026-02-28,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,4413572.043369863,7054417.057969863
武侯,商业保险,2026-03-31,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,4937034.996958904,7577880.011558904
武侯,商业保险,2026-04-30,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,5407045.744712329,8047890.759312329
武侯,商业保险,2026-05-31,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,5839644.304630137,8480489.319230137
武侯,商业保险,2026-06-30,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,6211949.039753425,8852794.054353425
武侯,商业保险,2026-07-31,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,6560823.526575343,9201668.541175343
武侯,商业保险,2026-08-31,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,6871076.918356164,9511921.932956165
武侯,商业保险,2026-09-30,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,7106177.363342466,9747022.377942465
武侯,商业保险,2026-10-31,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,7277376.032630137,9918221.047230138
武侯,商业保险,2026-11-30,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,7383719.07569863,10024564.09029863
武侯,商业保险,2026-12-31,4136,10279133.95,2809409.59,0.273311896086343,0.94,2640845.0146,7449665.15890411,10090510.173504109
泸州,交强险,2026-01-31,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,3873358.8862465755,4083060.0200465755
泸州,交强险,2026-02-28,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,4336528.03890411,4546229.17270411
泸州,交强险,2026-03-31,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,4814714.306191781,5024415.439991781
泸州,交强险,2026-04-30,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,5236721.936684932,5446423.070484932
泸州,交强险,2026-05-31,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,5622196.668246576,5831897.802046576
泸州,交强险,2026-06-30,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,5948500.549150685,6158201.682950685
泸州,交强险,2026-07-31,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,6237610.20819178,6447311.341991781
泸州,交强险,2026-08-31,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,6479432.943068493,6689134.076868493
泸州,交强险,2026-09-30,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,6670007.0890136985,6879708.222813698
泸州,交强险,2026-10-31,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,6825026.238849315,7034727.372649315
泸州,交强险,2026-11-30,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,6935691.485972603,7145392.619772603
泸州,交强险,2026-12-31,27623,7277214.2,255733.09,0.035141619165201976,0.82,209701.13379999998,7002842.302328767,7212543.436128767
泸州,商业保险,2026-01-31,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,3232265.2584931506,4843494.88429315
泸州,商业保险,2026-02-28,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,3585948.194219178,5197177.820019178
泸州,商业保险,2026-03-31,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,3946705.68260274,5557935.308402739
泸州,商业保险,2026-04-30,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,4261486.977178082,5872716.602978082
泸州,商业保险,2026-05-31,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,4546055.915643835,6157285.541443836
泸州,商业保险,2026-06-30,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,4791475.343479452,6402704.969279452
泸州,商业保险,2026-07-31,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,5017333.247123288,6628562.872923288
泸州,商业保险,2026-08-31,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,5215769.158821918,6826998.784621918
泸州,商业保险,2026-09-30,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,5378024.565479452,6989254.191279452
泸州,商业保险,2026-10-31,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,5507790.10369863,7119019.72949863
泸州,商业保险,2026-11-30,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,5596086.685479452,7207316.311279452
泸州,商业保险,2026-12-31,4435,7375533.99,1714074.07,0.23239999603066028,0.94,1611229.6257999998,5648423.149671233,7259652.775471233
自贡,交强险,2026-01-31,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,2540588.5446027396,2672918.09460274
自贡,交强险,2026-02-28,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,2905130.124027397,3037459.6740273973
自贡,交强险,2026-03-31,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,3288745.2395342467,3421074.7895342465
自贡,交强险,2026-04-30,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,3628610.80309589,3760940.3530958905
自贡,交强险,2026-05-31,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,3944007.1868219175,4076336.736821918
自贡,交强险,2026-06-30,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,4217624.33539726,4349953.88539726
自贡,交强险,2026-07-31,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,4468014.911150685,4600344.461150684
自贡,交强险,2026-08-31,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,4683727.340054794,4816056.890054794
自贡,交强险,2026-09-30,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,4856603.615863014,4988933.165863014
自贡,交强险,2026-10-31,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,4994297.957068493,5126627.507068493
自贡,交强险,2026-11-30,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,5089752.857205479,5222082.407205479
自贡,交强险,2026-12-31,27285,5331045.899999999,161377.5,0.030271264406108382,0.82,132329.55,5148781.609945205,5281111.159945206
自贡,商业保险,2026-01-31,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,1717631.2235616439,2492594.8877616436
自贡,商业保险,2026-02-28,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,1931268.3299452055,2706231.9941452052
自贡,商业保险,2026-03-31,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,2150903.065287671,2925866.729487671
自贡,商业保险,2026-04-30,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,2343467.8484657533,3118431.5126657533
自贡,商业保险,2026-05-31,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,2515013.811726027,3289977.475926027
自贡,商业保险,2026-06-30,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,2661984.072630137,3436947.7368301367
自贡,商业保险,2026-07-31,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,2799126.874,3574090.5382
自贡,商业保险,2026-08-31,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,2921498.8420273974,3696462.5062273974
自贡,商业保险,2026-09-30,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,3025594.4467671234,3800558.1109671234
自贡,商业保险,2026-10-31,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,3109281.661342466,3884245.325542466
自贡,商业保险,2026-11-30,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,3163515.201369863,3938478.865569863
自贡,商业保险,2026-12-31,2706,4037073.06,824429.43,0.20421464208031945,0.94,774963.6642,3198173.304109589,3973136.968309589
资阳,交强险,2026-01-31,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,2470655.4724383564,2728072.127438356
资阳,交强险,2026-02-28,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,2761614.1559452056,3019030.8109452054
资阳,交强险,2026-03-31,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,3058604.455589041,3316021.110589041
资阳,交强险,2026-04-30,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,3319646.930767123,3577063.5857671234
资阳,交强险,2026-05-31,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,3562833.21769863,3820249.87269863
资阳,交强险,2026-06-30,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,3771610.6970136985,4029027.352013699
资阳,交强险,2026-07-31,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,3962547.706493151,4219964.361493151
资阳,交强险,2026-08-31,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,4132201.8630958903,4389618.51809589
资阳,交强险,2026-09-30,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,4268845.523506849,4526262.178506849
资阳,交强险,2026-10-31,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,4375714.250273973,4633130.905273973
资阳,交强险,2026-11-30,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,4450274.049150685,4707690.704150685
资阳,交强险,2026-12-31,12627,4827598.45,313922.75,0.06502669044481112,0.82,257416.655,4499071.895369863,4756488.550369863
资阳,商业保险,2026-01-31,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,2220867.6989041097,3535268.1103041093
资阳,商业保险,2026-02-28,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,2519337.861232877,3833738.2726328764
资阳,商业保险,2026-03-31,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,2831012.402849315,4145412.814249315
资阳,商业保险,2026-04-30,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,3110215.232712329,4424615.644112329
资阳,商业保险,2026-05-31,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,3377349.1971232877,4691749.608523288
资阳,商业保险,2026-06-30,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,3610708.7833150686,4925109.194715069
资阳,商业保险,2026-07-31,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,3829876.770958904,5144277.182358904
资阳,商业保险,2026-08-31,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,4029765.7654246576,5344166.176824657
资阳,商业保险,2026-09-30,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,4191947.9697260275,5506348.381126028
资阳,商业保险,2026-10-31,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,4313609.389397261,5628009.80079726
资阳,商业保险,2026-11-30,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,4397279.831534247,5711680.242934247
资阳,商业保险,2026-12-31,3572,5868836.09,1398298.31,0.23825819780221535,0.94,1314400.4113999999,4455670.095643835,5770070.507043836
达州,交强险,2026-01-31,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,703731.2083287671,773939.0343287671
达州,交强险,2026-02-28,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,776634.1981369863,846842.0241369864
达州,交强险,2026-03-31,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,849182.9208493151,919390.7468493151
达州,交强险,2026-04-30,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,910935.1803013699,981143.0063013699
达州,交强险,2026-05-31,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,969510.0230684931,1039717.8490684931
达州,交强险,2026-06-30,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,1022539.5299178082,1092747.3559178081
达州,交强险,2026-07-31,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,1072301.5732054794,1142509.3992054795
达州,交强险,2026-08-31,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,1115794.6012054794,1186002.4272054795
达州,交强险,2026-09-30,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,1151522.642,1221730.468
达州,交强险,2026-10-31,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,1180553.9359726028,1250761.7619726027
达州,交强险,2026-11-30,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,1201321.4978082192,1271529.3238082193
达州,交强险,2026-12-31,1568,1303395.65,85619.3,0.06568941671701913,0.82,70207.826,1214024.0043835617,1284231.8303835616
达州,商业保险,2026-01-31,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,1861979.9495068493,2298289.588106849
达州,商业保险,2026-02-28,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2008695.5874794521,2445005.2260794523
达州,商业保险,2026-03-31,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2133203.016712329,2569512.6553123286
达州,商业保险,2026-04-30,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2216725.341287671,2653034.9798876713
达州,商业保险,2026-05-31,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2295037.302410959,2731346.941010959
达州,商业保险,2026-06-30,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2366685.8946849317,2802995.5332849314
达州,商业保险,2026-07-31,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2433568.5820547948,2869878.2206547945
达州,商业保险,2026-08-31,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2491638.0556438356,2927947.6942438358
达州,商业保险,2026-09-30,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2540038.8799726027,2976348.518572603
达州,商业保险,2026-10-31,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2580458.3367123287,3016767.975312329
达州,商业保险,2026-11-30,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2607691.31660274,3044000.9552027397
达州,商业保险,2026-12-31,1378,3093293.97,464159.19,0.1500533717459773,0.94,436309.63859999995,2624237.861479452,3060547.500079452
青羊,交强险,2026-01-31,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,11934609.333726028,13617239.665926028
青羊,交强险,2026-02-28,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,13309974.973178083,14992605.305378083
青羊,交强险,2026-03-31,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,14698500.778246576,16381131.110446576
青羊,交强险,2026-04-30,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,15894016.373068493,17576646.705268495
青羊,交强险,2026-05-31,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,16965105.346027397,18647735.6782274
青羊,交强险,2026-06-30,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,17874735.405534245,19557365.737734247
青羊,交强险,2026-07-31,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,18696734.95958904,20379365.29178904
青羊,交强险,2026-08-31,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,19412175.117753424,21094805.449953426
青羊,交强险,2026-09-30,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,19995718.828657534,21678349.160857536
青羊,交强险,2026-10-31,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,20472657.6649863,22155287.997186303
青羊,交强险,2026-11-30,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,20815666.440136988,22498296.772336986
青羊,交强险,2026-12-31,28820,23166247.77,2051988.21,0.08857663227867653,0.82,1682630.3321999998,21036123.705123287,22718754.03732329
青羊,商业保险,2026-01-31,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,11576807.63260274,15842970.98360274
青羊,商业保险,2026-02-28,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,12967324.857972603,17233488.208972603
青羊,商业保险,2026-03-31,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,14401857.219671233,18668020.570671234
青羊,商业保险,2026-04-30,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,15670902.719506849,19937066.07050685
青羊,商业保险,2026-05-31,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,16777570.080246575,21043733.431246575
青羊,商业保险,2026-06-30,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,17712174.019972604,21978337.370972604
青羊,商业保险,2026-07-31,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,18562534.33761644,22828697.68861644
青羊,商业保险,2026-08-31,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,19305401.737753425,23571565.088753425
青羊,商业保险,2026-09-30,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,19905840.804520547,24172004.155520547
青羊,商业保险,2026-10-31,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,20382363.156219177,24648526.507219177
青羊,商业保险,2026-11-30,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,20698703.271534245,24964866.622534245
青羊,商业保险,2026-12-31,18603,25492402.22,4538471.65,0.17803232550753315,0.94,4266163.351,20887641.799534246,25153805.150534246
高新,交强险,2026-01-31,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,21880515.24290411,25589239.45910411
高新,交强险,2026-02-28,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,23950767.54531507,27659491.76151507
高新,交强险,2026-03-31,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,25974626.940465756,29683351.156665754
高新,交强险,2026-04-30,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,27664795.614876714,31373519.83107671
高新,交强险,2026-05-31,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,29144358.817972604,32853083.034172602
高新,交强险,2026-06-30,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,30361353.249369863,34070077.46556986
高新,交强险,2026-07-31,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,31394066.85279452,35102791.06899452
高新,交强险,2026-08-31,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,32229219.888246577,35937944.104446575
高新,交强险,2026-09-30,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,32901808.85539726,36610533.07159726
高新,交强险,2026-10-31,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,33456499.516575344,37165223.732775345
高新,交强险,2026-11-30,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,33847318.177945204,37556042.394145206
高新,交强险,2026-12-31,46509,38704049.42,4522834.41,0.11685687874465307,0.82,3708724.2161999997,34109299.65372603,37818023.86992603
高新,商业保险,2026-01-31,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,13169779.524739726,20788580.020139724
高新,商业保险,2026-02-28,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,14718229.178493151,22337029.67389315
高新,商业保险,2026-03-31,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,16305460.24079452,23924260.73619452
高新,商业保险,2026-04-30,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,17704579.83569863,25323380.33109863
高新,商业保险,2026-05-31,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,19004362.028602738,26623162.52400274
高新,商业保险,2026-06-30,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,20131316.699068494,27750117.194468495
高新,商业保险,2026-07-31,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,21162652.225123286,28781452.720523287
高新,商业保险,2026-08-31,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,22062167.41769863,29680967.91309863
高新,商业保险,2026-09-30,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,22798131.58131507,30416932.076715067
高新,商业保险,2026-10-31,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,23403474.307150684,31022274.802550685
高新,商业保险,2026-11-30,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,23791993.81717808,31410794.312578082
高新,商业保险,2026-12-31,19401,32204453.53,8105106.91,0.25167658573835766,0.94,7618800.495399999,24030623.114767123,31649423.610167123
